country_name,country_code,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021
St. Vincent and the Grenadines,VCT,3.186031116,2.598444141,0.805127804,0.193858561,-1.73361195,-0.149641648,2.153336488,2.324144854,0.913069725,-0.628131309,1.572729325
"Venezuela, RB",VEN,26.09021232,21.06899563,40.63942752,62.16864998,121.7380853,254.9485348,,,,,
British Virgin Islands,VGB,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,
Vietnam,VNM,18.67773228,9.094703396,6.592674759,4.084554466,0.631200905,2.66824817,3.520256888,3.539628059,2.795823675,3.220934367,1.834715548
Vanuatu,VUT,0.873793105,1.347403629,1.458933718,0.798863838,2.483268757,0.842069084,3.084526244,2.330963796,2.762520194,5.329350731,2.343283582
Samoa,WSM,5.235415915,2.049018835,0.610085721,-0.406816088,0.724470135,1.304718693,1.749896775,4.197458887,0.98232657,-1.568912477,3.133204732
Kosovo,XKX,7.336417713,2.476737822,1.767324284,0.428957808,-0.536929393,0.273169431,1.488234306,1.053797737,2.675992026,0.198227923,3.353691392
"Yemen, Rep.",YEM,19.54356171,9.885387145,10.96844215,8.104725836,,,,,,,
Zambia,ZMB,6.429396811,6.575899708,6.977676055,7.806875536,10.11059289,17.86973008,6.577311542,7.494571927,9.150316443,15.73258514,22.02123429
Zimbabwe,ZWE,3.466129728,3.725326661,1.634950415,-0.19778481,-2.430968424,-1.543669601,0.893962316,10.61886587,255.3049908,557.2018174,98.54610509
